,name,host_id,host_name,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_ct,days_as_host,bathrooms,hrr
9195,【開業記念セール中！】商店街すぐ/開放感のある大きな窓のお部屋♪/駅徒歩4分/Wi-Fi完備/1F,349272614,薫,Non-Superhost,0.0,35.76692,139.739,Private room in apartment,Private room,6,1.0,4.0,15600.0,1,1125,104,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.2,29,406,1.0,1.0
9196,【開業記念セール中！】商店街すぐ/自宅のようにくつろげるお部屋♪/駅徒歩4分/Wi-Fi完備/2F,349272614,薫,Non-Superhost,0.0,35.76514,139.73762,Private room in apartment,Private room,5,1.0,3.0,13000.0,1,1125,101,15,4.47,4.73,4.6,4.6,4.67,4.67,4.33,1.88,26,406,1.0,1.0
9197,【開業記念セール中！】専用ルーフバルコニー♪/商店街すぐ/駅徒歩4分/Wi-Fi完備_3F,349272614,薫,Non-Superhost,0.0,35.76696,139.73809,Private room in apartment,Private room,6,3.0,4.0,18757.0,1,1125,100,9,4.56,4.56,4.44,4.67,5.0,4.78,4.11,1.13,22,406,1.0,1.0
9198,Telework#New construction#Long stay#WIFI#3ppl(15F),213268738,浩悦,Non-Superhost,9.0,35.6731,139.66165,Entire apartment,Entire home/apt,3,1.0,2.0,30000.0,1,1125,180,5,5.0,5.0,4.8,5.0,4.8,4.6,4.8,0.49,26,1051,1.0,1.0
9199,『羽田空港乗換なし/東京スカイツリー電車7分』95㎡最大12名様入居可能/auひかり5G回線,37525225,爽,Superhost,2.0,35.73317,139.84598,Entire house,Entire home/apt,12,4.0,4.0,19143.0,1,1125,179,4,5.0,5.0,4.75,4.75,5.0,5.0,4.75,2.67,35,2207,1.0,1.0
9200,東京⽇和ダブルルーム-20年8⽉新築オープン下町ホテル/浅草徒歩4分/テレワーク可,76355199,東京日和,Non-Superhost,10.0,35.71013,139.80062,Room in hotel,Private room,2,1.0,1.0,7100.0,1,1125,42,2,2.5,3.5,5.0,4.5,3.0,3.0,3.0,0.3,20,1869,1.0,1.0
9201,東京⽇和ファミリールーム/素泊まりプラン/ゲーム機完備/浅草駅徒歩4分,76355199,東京日和,Non-Superhost,10.0,35.70809,139.7984,Room in hotel,Private room,6,2.0,1.0,21886.0,1,1125,15,16,4.63,4.56,4.69,3.94,4.69,4.94,4.38,1.58,29,1869,1.0,1.0
9203,2 mins Train Ride to IKEBUKURO station,247326938,Pqd Inc Ⅱ,Non-Superhost,96.0,35.73822,139.70097,Entire apartment,Entire home/apt,2,1.0,1.0,200000.0,1,365,0,2,4.0,3.0,5.0,5.0,5.0,5.0,4.5,0.5,30,867,1.0,1.0
9205,2 mins Train Ride to IKEBUKURO station,247326938,Pqd Inc Ⅱ,Non-Superhost,96.0,35.7387,139.69878,Entire apartment,Entire home/apt,2,1.0,1.0,200000.0,1,365,0,1,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.14,29,867,1.0,1.0
9206,２ min to Shinjuku Sta. by train / 6 ppl / Wi-fi,55501174,Katsuhiko,Non-Superhost,10.0,35.68557,139.6786,Entire apartment,Entire home/apt,6,1.0,3.0,2071.0,2,1125,104,11,4.64,4.82,4.55,4.91,5.0,4.45,4.73,1.13,25,2007,1.0,1.0
9209,Deluxe Twin Room,355325802,Hotel Monday Apart Daimon,Superhost,0.0,35.65974,139.75213,Room in aparthotel,Entire home/apt,2,1.0,2.0,15143.0,1,30,240,14,5.0,4.79,5.0,5.0,4.71,4.36,4.57,1.52,31,375,1.0,1.0
9210,アクセス良好！池袋まで電車で2分。ビジネスはもちろん観光やショッピングにも便利。205,247326938,Pqd Inc Ⅱ,Non-Superhost,96.0,35.73908,139.69869,Entire apartment,Entire home/apt,2,1.0,1.0,200000.0,1,365,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,29,867,1.0,1.0
9211,HONG,367165894,Hj,Non-Superhost,0.0,35.69482,139.70618,Entire condominium,Entire home/apt,6,2.0,3.0,180000.0,2,14,0,2,5.0,4.5,5.0,4.5,5.0,4.0,5.0,1.15,27,311,1.5,1.0
9212,Merry Shinjuku  Red Fuji room　メリー新宿　赤富士が美しい和風ハウス,367283453,Merry Trip,Non-Superhost,5.0,35.68319,139.68916,Entire apartment,Entire home/apt,6,2.0,4.0,7286.0,1,1125,66,3,3.33,4.0,2.67,4.67,4.67,4.33,4.0,3.0,18,310,1.0,1.0
9213,女性専用ドミトリールーム！キッチンスペース使い放題！,181207864,The Wardrobe Hostel Roppongi,Non-Superhost,5.0,35.66435,139.73382,Shared room in house,Shared room,1,1.0,1.0,3357.0,1,1125,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,8,1209,1.0,0.5
9217,S301 *Newly Opened*Shibuya/Yoyogi_koen area*WIFI,179911926,Ayumi,Superhost,2.0,35.66289,139.68665,Entire apartment,Entire home/apt,2,1.0,1.0,8986.0,1,365,164,6,4.5,4.83,5.0,4.5,4.83,4.83,4.5,0.64,18,1216,1.0,0.98
9218,GATE STAY Premium Nihonbashi Grand Japanese,367037175,GATE STAY Premium 日本橋,Superhost,0.0,35.689278,139.773804,Room in aparthotel,Entire home/apt,6,1.0,3.0,11200.0,1,30,0,5,4.8,4.8,4.8,4.6,4.4,4.8,4.4,1.81,43,312,1.0,1.0
9219,GATE STAY Premium Nihombashi Deluxe Japanese,367037175,GATE STAY Premium 日本橋,Superhost,0.0,35.689278,139.773804,Room in aparthotel,Entire home/apt,5,1.0,4.0,10400.0,1,30,0,8,5.0,5.0,5.0,4.63,4.88,4.75,4.88,2.93,41,312,1.0,1.0
9220,西葛西駅徒歩3分 選べる滞在時間13:00～10:00/15:00～12:00【禁煙ツインルーム1】,355337127,Hotel Monday Apart Nishikasai,Superhost,0.0,35.66677,139.85742,Barn,Entire home/apt,2,1.0,2.0,5923.0,1,30,0,11,4.91,4.91,5.0,4.73,4.73,4.91,4.82,1.59,17,375,1.0,0.9
9222,Amazon Fire TV*ウイルス除菌機*S403*屋根付きバルコニー*渋谷代々木公園*WIFI,179911926,Ayumi,Superhost,2.0,35.66442,139.68689,Entire apartment,Entire home/apt,6,1.0,3.0,15143.0,1,365,168,11,4.91,4.91,4.91,5.0,4.91,4.82,4.73,1.08,28,1216,1.0,0.98
9225,GATE STAY Premium Nihombashi Delux Japanese Double,367037175,GATE STAY Premium 日本橋,Superhost,0.0,35.689278,139.773804,Room in aparthotel,Entire home/apt,2,1.0,1.0,8800.0,1,30,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.38,35,312,1.0,1.0
9227,3min walk Sta./4min Shinjuku/Free Pocket WiFi#22,240968897,Kanako,Non-Superhost,8.0,35.67087,139.66927,Entire apartment,Entire home/apt,3,1.0,2.0,4186.0,2,1125,154,6,4.5,4.17,4.0,5.0,5.0,4.83,4.67,1.33,26,897,1.0,1.0
9228,3min walk Sta./4min Shinjuku/Free Pocket WiFi#23,240968897,Kanako,Non-Superhost,8.0,35.67058,139.66887,Entire apartment,Entire home/apt,3,1.0,2.0,4186.0,2,1125,166,6,4.17,4.33,3.67,4.83,5.0,4.5,4.5,0.64,29,897,1.0,1.0
9229,3min walk Sta./4min Shinjuku/Free Pocket WiFi#32,240968897,Kanako,Non-Superhost,8.0,35.6705,139.66792,Entire apartment,Entire home/apt,3,1.0,2.0,4186.0,2,1125,149,2,4.5,4.5,4.5,5.0,5.0,5.0,4.5,0.26,26,897,1.0,1.0
9230,*S501*Natural 1 Bed room*near Yoyogi-koen*wi-fi,179911926,Ayumi,Superhost,2.0,35.66401,139.68662,Entire apartment,Entire home/apt,3,1.0,2.0,14286.0,1,365,132,6,5.0,5.0,5.0,5.0,5.0,4.67,4.83,1.02,31,1216,1.0,0.98
9231,3min walk Sta./4min Shinjuku/Free Pocket WiFi#33,240968897,Kanako,Non-Superhost,8.0,35.67067,139.66958,Entire apartment,Entire home/apt,3,1.0,2.0,4500.0,2,1125,151,4,3.75,4.0,3.25,4.5,4.25,4.5,4.0,1.52,26,897,1.0,1.0
9232,New construction! Maisonette #Family#Small dog OK,363284871,Isamu,Superhost,0.0,35.56896,139.74089,Entire apartment,Entire home/apt,4,2.0,4.0,15634.0,2,1125,144,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.31,43,335,1.0,1.0
9237,S502 *Amazon Fire TV*Shibuya/Yoyogi_koen area*WIFI,179911926,Ayumi,Superhost,2.0,35.66245,139.68633,Entire apartment,Entire home/apt,2,1.0,2.0,11571.0,1,365,148,6,5.0,5.0,4.83,5.0,5.0,5.0,4.67,0.62,24,1216,1.0,0.98
9240,Omori 101) Tokyo's beautiful village FREE WIFI,356663769,Jungyoon,Non-Superhost,0.0,35.57875,139.71446,Entire apartment,Entire home/apt,3,1.0,2.0,8286.0,1,1125,328,1,1.0,2.0,3.0,5.0,1.0,1.0,2.0,0.15,28,369,1.0,0.0
9241,Omori 307) Tokyo's beautiful village FREE WIFI,356663769,Jungyoon,Non-Superhost,0.0,35.5832,139.71353,Entire apartment,Entire home/apt,5,1.0,3.0,8286.0,1,1125,353,1,3.0,5.0,2.0,4.0,5.0,5.0,4.0,0.23,29,369,1.0,0.0
9244,3min walk Sta./4min Shinjuku/Free Pocket WiFi#13,240968897,Kanako,Non-Superhost,8.0,35.67042,139.66815,Entire apartment,Entire home/apt,3,1.0,2.0,2500.0,2,1125,140,4,3.75,4.5,3.25,5.0,5.0,4.75,4.25,0.48,26,897,1.0,1.0
9245,Entire view of the Skytree from the roof terrace!,367896285,Ken,Superhost,0.0,35.71246,139.81002,Entire house,Entire home/apt,9,3.0,8.0,30857.0,2,31,155,23,4.83,4.83,4.87,4.91,4.96,4.83,4.65,2.5,30,307,1.0,1.0
9248,駅から徒歩3分!!池袋まで電車で5分の好立地/Wi-Fi無料/#101,12294610,Koichi,Non-Superhost,3.0,35.73229,139.68137,Entire apartment,Entire home/apt,2,1.0,1.0,2000.0,1,365,345,4,4.75,5.0,4.75,5.0,5.0,5.0,5.0,1.6,27,2711,1.0,1.0
9249,3min to Sta! 5min from Ikebukuro! Relaxing apt#103,12294610,Koichi,Non-Superhost,3.0,35.73144,139.68351,Entire apartment,Entire home/apt,2,1.0,1.0,2000.0,1,365,343,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4,27,2711,1.0,1.0
9250,3min to Sta! 5min from Ikebukuro! Relaxing apt#202,12294610,Koichi,Non-Superhost,3.0,35.73287,139.68215,Entire apartment,Entire home/apt,2,1.0,1.0,2000.0,1,365,334,8,4.0,4.25,4.13,4.75,4.38,4.75,4.25,1.19,27,2711,1.0,1.0
9251,3min to Sta! 5min from Ikebukuro! Relaxing apt#203,12294610,Koichi,Non-Superhost,3.0,35.73119,139.68143,Entire apartment,Entire home/apt,3,1.0,1.0,2000.0,2,365,171,3,4.67,4.67,4.33,5.0,5.0,5.0,4.67,0.62,27,2711,1.0,1.0
9252,3min to Sta! 5min from Ikebukuro! Relaxing apt#401,12294610,Koichi,Non-Superhost,3.0,35.73256,139.68322,Entire apartment,Entire home/apt,2,1.0,1.0,2000.0,2,365,351,3,4.33,4.33,4.0,5.0,5.0,5.0,4.67,0.47,27,2711,1.0,1.0
9253,3min to Sta! 5min from Ikebukuro! Relaxing apt#402,12294610,Koichi,Non-Superhost,3.0,35.73129,139.68124,Entire apartment,Entire home/apt,2,1.0,1.0,2000.0,2,365,327,14,4.93,4.79,4.5,4.93,4.86,5.0,4.93,2.32,27,2711,1.0,1.0
9254,New construction! Maisonette #Family#Small dog OK,363284871,Isamu,Superhost,0.0,35.56899,139.73966,Entire apartment,Entire home/apt,5,2.0,5.0,17369.0,2,1125,156,6,4.83,5.0,4.83,5.0,5.0,4.17,4.83,0.73,43,335,1.0,1.0
9255,New construction! Maisonette #Family#Small dog OK,363284871,Isamu,Superhost,0.0,35.5679,139.7409,Entire apartment,Entire home/apt,4,2.0,4.0,13555.0,2,1125,115,5,4.8,5.0,5.0,5.0,5.0,5.0,4.8,1.07,43,335,1.0,1.0
9257,NewOpen★ New house /5 ppl CAP/JR Yamanote Line!,368081241,Kana,Superhost,3.0,35.72576,139.78436,Entire house,Entire home/apt,5,1.0,3.0,10000.0,5,365,282,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.61,27,305,1.0,1.0
9258,2min to Shinjuku Sta./ 30 sec to nearest Sta.,55501174,Katsuhiko,Non-Superhost,10.0,35.70149,139.69759,Entire apartment,Entire home/apt,4,1.0,2.0,2214.0,2,1125,99,5,4.8,4.8,4.8,4.8,4.8,4.6,5.0,0.83,25,2007,1.0,1.0
9259,2 mins by train to Shinjuku Sta.！Very clean room！,216362618,Naoya,Non-Superhost,6.0,35.70106,139.69077,Entire apartment,Entire home/apt,8,2.0,4.0,2071.0,2,1125,104,5,4.6,4.4,3.8,4.8,4.4,4.0,4.6,1.15,23,1034,1.0,1.0
9260,【Gotoトラベル対象】 新築戸建貸切/入谷７分・鶯谷駅９分/１６名収容/便利なJR山手線！,368081241,Kana,Superhost,3.0,35.7253,139.78214,Entire house,Entire home/apt,16,4.0,7.0,16571.0,5,365,291,6,5.0,5.0,4.83,5.0,5.0,5.0,5.0,0.87,30,305,2.0,1.0
9261,NewOpen★ New house /21 ppl CAP/JR Yamanote Line!,368081241,Kana,Superhost,3.0,35.72367,139.78272,Entire house,Entire home/apt,16,5.0,11.0,71571.0,5,365,279,4,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1.03,20,305,3.0,1.0
9263,スカイツリービュー/リニューアル/浅草駅歩５分/浅草寺裏/落ち着いた立地/ワーケーション,365344410,ｷﾂﾈ,Superhost,4.0,35.71731,139.7976,Room in hotel,Private room,2,1.0,1.0,3586.0,1,15,81,12,4.58,4.83,4.83,5.0,5.0,4.67,4.83,1.21,20,323,1.0,1.0
9266,7F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.55888,139.72048,Entire apartment,Entire home/apt,5,1.0,4.0,15714.0,1,365,84,2,5.0,5.0,4.5,5.0,5.0,4.5,4.5,2.0,54,2307,1.0,1.0
9267,nestay apartment tokyo nippori 103,325732862,Nestay,Superhost,2.0,35.7318,139.77889,Entire apartment,Entire home/apt,2,1.0,1.0,6570.0,1,100,228,1,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,18,559,1.0,1.0
9270,nestay apartment tokyo nippori 203,325732862,Nestay,Superhost,2.0,35.72992,139.78019,Entire apartment,Entire home/apt,2,1.0,1.0,6570.0,1,100,207,2,5.0,4.5,5.0,5.0,4.5,5.0,5.0,0.21,18,559,1.0,1.0
9274,nestay apartment tokyo nippori 401,325732862,Nestay,Superhost,2.0,35.7301,139.78047,Entire apartment,Entire home/apt,2,1.0,2.0,6570.0,1,100,140,2,4.5,5.0,4.0,5.0,5.0,5.0,5.0,0.2,18,559,1.0,1.0
9277,6F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.55744,139.72182,Entire apartment,Entire home/apt,5,1.0,4.0,8286.0,1,365,123,15,4.8,4.73,4.73,5.0,4.93,4.73,4.87,1.9,55,2307,1.0,1.0
9278,5F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.55711,139.72153,Entire apartment,Entire home/apt,5,1.0,4.0,9286.0,1,365,121,19,4.95,5.0,4.89,4.89,5.0,4.47,4.84,2.02,56,2307,1.0,1.0
9279,4F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.5568,139.72131,Entire apartment,Entire home/apt,6,1.0,5.0,9643.0,1,365,120,16,4.75,5.0,4.75,5.0,5.0,4.81,4.81,1.66,56,2307,1.0,1.0
9280,3F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.5586,139.72186,Entire apartment,Entire home/apt,5,2.0,4.0,6514.0,1,365,118,9,4.89,4.89,4.89,5.0,5.0,4.67,4.78,0.98,55,2307,1.0,1.0
9281,2F 新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室,30127235,May,Superhost,10.0,35.55877,139.72119,Entire apartment,Entire home/apt,5,2.0,4.0,6514.0,1,365,134,12,5.0,5.0,5.0,5.0,5.0,4.92,4.92,1.3,56,2307,1.0,1.0
9282,1F新築New open/京急蒲田5分/帰国者歓迎/無料Wifi/高級ホテルの様な和洋室/車椅子OK,30127235,May,Superhost,10.0,35.55886,139.72016,Entire apartment,Entire home/apt,3,1.0,3.0,5714.0,1,365,86,12,5.0,4.83,5.0,5.0,5.0,4.75,4.75,1.55,51,2307,1.0,1.0
9283,♦️長租特惠♦️向井7樓ㄧ軒家/上野站徒步5分/JR御徒町4分/免費移動WiFi/全新內裝/日英中溝通,84648516,Paul,Non-Superhost,13.0,35.70781,139.77837,Entire condominium,Entire home/apt,10,3.0,5.0,14657.0,14,365,48,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,15,1827,1.0,1.0
9284,【マンスリー】シェアハウス　20１室　,279344224,Jin,Non-Superhost,4.0,35.7036,139.70661,Private room in house,Private room,2,1.0,1.0,3600.0,30,1125,231,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.44,16,725,2.5,1.0
9285,3stories 3bedrooms with free parking and elevator,342971176,Yume,Superhost,38.0,35.70398,139.68253,Entire house,Entire home/apt,12,4.0,4.0,9143.0,1,365,104,9,4.67,4.78,4.89,4.44,4.89,4.67,4.89,1.12,31,475,1.0,1.0
9287,#+HOSTEL501門前仲町 (ホステル内の貸切個室5F）東京駅まで14分/最寄駅4分,30883070,Takeshi,Non-Superhost,31.0,35.67424,139.79074,Private room in bed and breakfast,Private room,2,1.0,1.0,4919.0,1,30,163,11,4.45,4.73,4.18,4.82,4.55,4.73,4.36,1.33,23,2294,1.0,1.0
9292,Private 5 Bed Room House near Asakusa / SkyTree,367469342,Makoto,Superhost,1.0,35.72739,139.82546,Entire house,Entire home/apt,16,5.0,12.0,100000.0,3,365,163,16,5.0,5.0,5.0,4.88,4.94,4.5,4.88,1.71,58,309,3.0,1.0
9293,Arakicho/Close to Shinjuku - Stylish Studio,94302731,Alt Stay,Non-Superhost,53.0,35.69123,139.72337,Entire apartment,Entire home/apt,2,1.0,1.0,10800.0,1,180,0,9,5.0,4.89,5.0,4.67,4.89,4.89,4.89,1.1,29,1775,1.0,0.99
9294,New#Shi-okachimachi 2mins#Ueno#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70413,139.78444,Entire apartment,Entire home/apt,3,1.0,1.0,20000.0,1,1125,180,1,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.15,25,334,1.0,1.0
9297,Ryogoku Sta.1min！Near Akihabara&Asakusa！,325492028,Akihiro/Eri,Non-Superhost,11.0,35.69541,139.79712,Entire apartment,Entire home/apt,2,1.0,1.0,2071.0,2,1125,98,7,4.86,4.57,4.57,4.71,4.71,4.86,4.86,0.8,22,559,1.0,1.0
9299,#+HOSTEL03門前仲町 (ホステル内個室）/1bed/駅徒歩4分/東京駅まで14分,30883070,Takeshi,Non-Superhost,31.0,35.6742,139.79126,Private room in bed and breakfast,Private room,2,1.0,1.0,2636.0,1,60,156,1,3.0,3.0,2.0,4.0,3.0,4.0,4.0,0.21,19,2294,1.0,1.0
9300,Taitouku# Ueno#HighQualityHouse#Fixed Wifi&Max4ppl,363413516,Serorin Light,Superhost,0.0,35.70414,139.78417,Entire apartment,Entire home/apt,5,2.0,3.0,36000.0,1,1125,180,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13,25,334,1.0,1.0
9301,Ryogoku Sta.1min！Near Akihabara&Asakusa！,325492028,Akihiro/Eri,Non-Superhost,11.0,35.69614,139.79889,Entire apartment,Entire home/apt,2,1.0,1.0,2143.0,2,1125,99,7,4.43,4.71,4.71,4.71,4.71,4.71,4.57,0.94,25,559,1.0,1.0
9302,Ryogoku Sta.1min！Near Akihabara&Asakusa！,325492028,Akihiro/Eri,Non-Superhost,11.0,35.69604,139.79747,Entire apartment,Entire home/apt,2,1.0,1.0,5500.0,2,1125,101,9,4.67,4.89,4.44,4.89,4.78,5.0,4.89,1.14,22,559,1.0,1.0
9303,Ryogoku Sta.1min！Near Akihabara&Asakusa！,325492028,Akihiro/Eri,Non-Superhost,11.0,35.69479,139.79731,Entire apartment,Entire home/apt,2,1.0,1.0,2071.0,1,1125,98,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.38,25,559,1.0,1.0
9304,#+HOSTEL04門前仲町 (ホステル内個室）/1bed/駅徒歩4分/東京駅まで14分,30883070,Takeshi,Non-Superhost,31.0,35.6741,139.7923,Private room in bed and breakfast,Private room,2,1.0,1.0,2636.0,1,60,138,5,3.6,4.0,2.8,4.8,3.6,4.8,4.0,0.87,21,2294,1.0,1.0
9305,#+HOSTEL05門前仲町 (ホステル内個室）/4beds/駅徒歩4分/東京駅まで14分,30883070,Takeshi,Non-Superhost,31.0,35.67213,139.79237,Private room in bed and breakfast,Private room,4,1.0,4.0,3993.0,1,60,144,1,4.0,4.0,3.0,3.0,4.0,5.0,5.0,0.12,19,2294,2.0,1.0
9309,Close to Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70622,139.78371,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.13,26,334,1.0,1.0
9314,Close to Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70586,139.78488,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,28,334,1.0,1.0
9319,# Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70477,139.78318,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.44,28,334,1.0,1.0
9322,Close to Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70601,139.78478,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,1,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.13,28,334,1.0,1.0
9325,Close to  Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70443,139.78471,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23,26,334,1.0,1.0
9326,New open# Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70411,139.78456,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,28,334,1.0,1.0
9327,New！池袋精品三层独立民宿。直通新宿，涉谷，秋叶原，银座，羽田机场。便利店药妆店餐厅丰富,116027678,李,Non-Superhost,0.0,35.7355,139.70665,Entire house,Entire home/apt,7,3.0,3.0,17571.0,1,1125,253,5,4.6,4.2,4.2,4.2,4.2,4.6,4.6,0.56,20,1619,2.0,1.0
9328,New open# Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70636,139.78456,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23,28,334,1.0,1.0
9329,Close to  Ueno#HighQualityHouse#Fixed Wifi&Max2ppl,363413516,Serorin Light,Superhost,0.0,35.70616,139.78516,Entire apartment,Entire home/apt,2,1.0,2.0,20000.0,1,1125,180,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.22,28,334,1.0,1.0
9330,Shinjuku Sta. 9 min by train！3 bedrooms/13 ppl OK！,216362618,Naoya,Non-Superhost,6.0,35.69759,139.65235,Entire house,Entire home/apt,13,3.0,7.0,5071.0,2,1125,104,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.32,25,1034,1.0,1.0
9337,25SQM Spacious Rooftop Balcony!,94302731,Alt Stay,Non-Superhost,53.0,35.69115,139.7236,Entire apartment,Entire home/apt,3,1.0,2.0,22080.0,1,180,39,7,5.0,4.86,4.86,4.71,4.71,4.71,4.71,0.88,41,1775,1.0,0.99
9338,Maisonette 1bedroom - relax with YOGIBOS,94302731,Alt Stay,Non-Superhost,53.0,35.69122,139.7234,Entire apartment,Entire home/apt,2,1.0,1.0,8149.0,1,180,58,2,5.0,4.5,5.0,4.5,4.0,5.0,5.0,0.29,37,1775,1.0,0.99
9340,Lovely Pink Lady Studio -  New Unit!,94302731,Alt Stay,Non-Superhost,53.0,35.691,139.7234,Entire apartment,Entire home/apt,2,1.0,1.0,4061.0,1,180,56,2,3.5,4.0,4.5,4.0,3.0,3.5,3.5,0.25,36,1775,1.0,0.99
9343,Cozy pinky vibe studio apartment - New!,94302731,Alt Stay,Non-Superhost,53.0,35.69169,139.72205,Entire apartment,Entire home/apt,2,1.0,1.0,4390.0,1,180,59,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.13,30,1775,1.0,0.99
9344,Bright Natural Studio - New Unit!,94302731,Alt Stay,Non-Superhost,53.0,35.69028,139.72141,Entire apartment,Entire home/apt,3,1.0,2.0,6769.0,1,180,54,6,5.0,4.83,5.0,4.5,4.67,4.83,4.67,1.59,38,1775,1.0,0.99
9345,Stylish Cozy Studio close to Shinjuku - New!,94302731,Alt Stay,Non-Superhost,53.0,35.68984,139.72138,Entire apartment,Entire home/apt,3,1.0,2.0,8280.0,1,180,49,4,4.75,5.0,4.5,5.0,5.0,4.5,4.75,0.52,26,1775,1.0,0.99
9346,[81㎡（テラス含む）]　634 Condo Shinjuku　-　2F TERRACE SUITE,365213968,634resort,Superhost,3.0,35.69902,139.70627,Entire villa,Entire home/apt,6,1.0,3.0,54000.0,1,90,152,31,4.84,4.81,4.87,4.71,4.9,4.71,4.45,3.54,28,323,1.0,1.0
9347,Cozy & Classic Studio - New Unit!,94302731,Alt Stay,Non-Superhost,53.0,35.69077,139.72357,Entire apartment,Entire home/apt,2,1.0,1.0,4469.0,1,180,48,4,4.25,4.5,4.5,4.5,4.5,4.75,4.5,0.51,38,1775,1.0,0.99
9348,Cozy desert-color Studio - New Unit!,94302731,Alt Stay,Non-Superhost,53.0,35.69107,139.72137,Entire apartment,Entire home/apt,2,1.0,1.0,12880.0,1,180,64,1,3.0,3.0,4.0,3.0,1.0,4.0,3.0,0.13,37,1775,1.0,0.99
9349,[75㎡（テラス含む）]　634 Condo Shinjuku　－　3F BALCONY SUITE,365213968,634resort,Superhost,3.0,35.70046,139.70521,Entire villa,Entire home/apt,6,1.0,3.0,54000.0,1,90,158,30,4.87,4.93,4.97,4.9,5.0,4.77,4.53,3.32,28,323,1.0,1.0
9350,Lots of natural sunlight - New Unit!,94302731,Alt Stay,Non-Superhost,53.0,35.68983,139.72138,Entire apartment,Entire home/apt,2,1.0,1.0,11303.0,1,180,61,4,4.5,4.75,5.0,5.0,5.0,4.75,4.75,0.6,36,1775,1.0,0.99
